Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,30,12,T:System.Web.Routing.RouteTable,,,,,var switchViewRoute = RouteTable.Routes[switchViewRouteName];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,30,12,T:System.Web.Routing.RouteCollection,,,,,var switchViewRoute = RouteTable.Routes[switchViewRouteName];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,30,12,P:System.Web.Routing.RouteTable.Routes,,,,,var switchViewRoute = RouteTable.Routes[switchViewRouteName];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,30,12,T:System.Web.Routing.RouteBase,,,,,var switchViewRoute = RouteTable.Routes[switchViewRouteName];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,30,12,P:System.Web.Routing.RouteCollection.Item(System.String),,,,,var switchViewRoute = RouteTable.Routes[switchViewRouteName];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,T:System.Web.HttpContext,,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,P:System.Web.UI.Control.Context,,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,T:System.Web.HttpContextWrapper,,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,M:System.Web.HttpContextWrapper.#ctor(System.Web.HttpContext),,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,T:Microsoft.AspNet.FriendlyUrls.Resolvers.WebFormsFriendlyUrlResolver,,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,22,12,M:Microsoft.AspNet.FriendlyUrls.Resolvers.WebFormsFriendlyUrlResolver.IsMobileView(System.Web.HttpContextBase),,,,,var isMobile = WebFormsFriendlyUrlResolver.IsMobileView(new HttpContextWrapper(Context));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,11,54,M:System.Web.UI.UserControl.#ctor,,,,,UserControl
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AspNetWebForms\AspNetWebForms.csproj,File,AspNetWebForms\ViewSwitcher.ascx.cs,11,54,T:System.Web.UI.UserControl,,,,,UserControl
